click_id,banner_id,campaign_id
131162,325,35
131163,500,7
131164,269,31
131165,498,21
131166,278,32
131167,209,13
131168,259,50
131169,234,33
131170,174,27
131171,381,9
131172,494,48
131173,464,1
131174,353,35
131175,287,47
131176,274,9
131177,420,3
131178,433,16
131179,482,18
131180,460,29
131181,227,11
131182,278,18
131183,188,41
131184,171,31
131185,444,41
131186,105,16
131187,319,21
131188,393,18
131189,111,8
131190,174,36
131191,379,26
131192,100,11
131193,257,9
131194,294,17
131195,265,17
131196,430,32
131197,195,16
131198,438,31
131199,408,49
131200,317,25
131201,385,25
131202,254,3
131203,169,10
131204,363,42
131205,331,2
131206,412,37
131207,200,25
131208,135,46
131209,385,19
131210,339,50
131211,367,8
131212,468,23
131213,296,2
131214,175,1
131215,414,19
131216,429,47
131217,192,28
131218,404,12
131219,428,47
131220,382,33
131221,102,29
131222,477,25
131223,234,35
131224,244,3
131225,257,1
131226,269,8
131227,379,48
131228,478,35
131229,251,28
131230,431,19
131231,292,17
131232,138,13
131233,462,31
131234,198,1
131235,379,34
131236,140,29
131237,390,42
131238,384,4
131239,260,35
131240,340,19
131241,352,25
131242,464,24
131243,156,46
131244,344,40
131245,114,27
131246,171,28
131247,272,16
131248,144,24
131249,355,30
131250,247,3
131251,484,34
131252,156,39
131253,142,33
131254,126,23
131255,390,13
131256,325,28
131257,142,23
131258,442,43
131259,439,20
131260,340,9
131261,327,49
131262,346,35
131263,398,22
131264,358,33
131265,477,35
131266,457,20
131267,389,9
131268,362,42
131269,185,2
131270,194,40
131271,418,10
131272,291,39
131273,340,24
131274,398,11
131275,185,4
131276,430,17
131277,228,5
131278,138,40
131279,316,16
131280,144,2
131281,277,18
131282,147,26
131283,299,16
131284,363,13
131285,374,46
131286,120,50
131287,445,43
131288,305,23
131289,262,22
131290,375,40
131291,284,14
131292,483,21
131293,498,39
131294,241,37
131295,469,1
131296,422,11
131297,203,15
131298,306,34
131299,126,15
131300,325,37
131301,260,29
131302,365,29
131303,401,21
131304,231,16
131305,151,11
131306,137,34
131307,209,31
131308,159,46
131309,306,23
131310,236,32
131311,137,40
131312,169,42
131313,479,23
131314,444,33
131315,267,45
131316,124,16
131317,316,30
131318,464,25
131319,273,38
131320,358,36
131321,307,30
131322,116,28
131323,324,21
131324,282,28
131325,384,33
131326,449,23
131327,242,32
131328,104,13
131329,220,39
131330,250,12
131331,436,22
131332,134,23
131333,455,28
131334,120,46
131335,444,27
131336,236,7
131337,283,42
131338,372,34
131339,201,18
131340,443,44
131341,349,18
131342,163,25
131343,323,16
131344,215,18
131345,192,20
131346,345,21
131347,166,3
131348,156,4
131349,167,17
131350,464,35
131351,231,39
131352,330,18
131353,338,10
131354,201,30
131355,230,38
131356,234,33
131357,395,37
131358,447,21
131359,335,40
131360,367,50
131361,345,43
131362,193,48
131363,494,6
131364,406,36
131365,151,35
131366,234,3
131367,279,5
131368,444,36
131369,216,21
131370,102,32
131371,169,47
131372,262,47
131373,254,46
131374,420,4
131375,220,10
131376,183,26
131377,386,9
131378,391,10
131379,360,49
131380,139,31
131381,105,34
131382,135,10
131383,200,45
131384,203,32
131385,445,9
131386,293,40
131387,261,12
131388,424,44
131389,269,16
131390,300,36
131391,178,45
131392,416,4
131393,211,12
131394,238,31
131395,338,39
131396,491,34
131397,188,31
131398,415,9
131399,329,1
131400,440,33
131401,258,33
131402,157,37
131403,241,12
131404,345,40
131405,332,1
131406,117,49
131407,260,15
131408,177,37
131409,269,32
131410,209,40
131411,201,28
131412,355,28
131413,254,6
131414,411,2
131415,162,49
131416,203,36
131417,499,32
131418,101,30
131419,296,42
131420,479,48
131421,192,6
131422,410,7
131423,487,10
131424,286,45
131425,176,5
131426,220,50
131427,356,2
131428,315,21
131429,280,44
131430,209,6
131431,452,22
131432,344,33
131433,426,26
131434,282,23
131435,499,27
131436,477,39
131437,426,11
131438,146,13
131439,104,44
131440,125,28
131441,330,3
131442,428,36
131443,112,24
131444,193,39
131445,226,4
131446,430,10
131447,170,11
131448,196,43
131449,178,12
131450,332,29
131451,449,21
131452,348,42
131453,317,35
131454,340,38
131455,203,17
131456,234,34
131457,120,11
131458,270,36
131459,213,42
131460,190,22
131461,415,9
131462,294,8
131463,446,7
131464,301,50
131465,167,15
131466,122,49
131467,368,47
131468,194,29
131469,291,5
131470,157,42
131471,446,20
131472,454,6
131473,462,25
131474,477,37
131475,353,48
131476,373,45
131477,276,4
131478,340,7
131479,440,47
131480,217,47
131481,210,23
131482,403,41
131483,287,1
131484,210,50
131485,122,18
131486,392,13
131487,219,44
131488,165,22
131489,360,18
131490,425,2
131491,301,1
131492,137,40
131493,295,36
131494,175,32
131495,239,31
131496,151,33
131497,259,9
131498,428,49
131499,428,25
131500,498,26
131501,156,45
131502,303,6
131503,147,36
131504,286,42
131505,364,22
131506,381,11
131507,439,25
131508,185,11
131509,308,15
131510,277,8
131511,284,9
131512,430,38
131513,257,1
131514,352,21
131515,426,43
131516,312,27
131517,163,33
131518,161,16
131519,140,23
131520,137,31
131521,113,10
131522,291,6
131523,429,9
131524,167,17
131525,107,20
131526,241,27
131527,179,37
131528,331,20
131529,407,20
131530,418,32
131531,192,45
131532,103,39
131533,136,21
131534,309,45
131535,292,48
131536,496,29
131537,238,38
131538,321,3
131539,322,46
131540,353,16
131541,400,17
131542,438,38
131543,415,50
131544,246,42
131545,285,18
131546,453,13
131547,471,44
131548,326,14
131549,259,39
131550,492,7
131551,306,28
131552,212,44
131553,328,15
131554,114,16
131555,177,22
131556,306,3
131557,315,46
131558,249,34
131559,440,42
131560,432,50
131561,161,26
131562,446,38
131563,300,25
131564,147,2
131565,225,17
131566,270,37
131567,365,49
131568,283,20
131569,302,39
131570,438,49
131571,476,19
131572,277,28
131573,272,36
131574,465,32
131575,209,48
131576,259,45
131577,444,36
131578,131,40
131579,303,36
131580,379,6
131581,452,13
131582,226,31
131583,357,23
131584,185,35
131585,367,33
131586,212,23
131587,323,21
131588,240,25
131589,450,13
131590,239,27
131591,500,2
131592,343,38
131593,398,41
131594,146,27
131595,206,36
131596,421,29
131597,486,21
131598,452,40
131599,224,4
131600,356,29
131601,367,1
131602,391,5
131603,331,48
131604,307,42
131605,285,27
131606,157,13
131607,333,30
131608,332,41
131609,376,49
131610,450,50
131611,331,11
131612,288,19
131613,177,26
131614,338,46
131615,275,11
131616,169,20
131617,289,6
131618,148,27
131619,115,47
131620,178,23
131621,200,47
131622,237,44
131623,416,33
131624,458,33
131625,182,19
131626,324,3
131627,294,26
131628,112,40
131629,157,6
131630,156,39
131631,323,27
131632,490,46
131633,460,7
131634,307,27
131635,344,13
131636,409,40
131637,307,20
131638,265,24
131639,467,23
131640,459,11
131641,390,2
131642,363,26
131643,221,45
131644,131,20
131645,323,2
131646,438,46
131647,142,50
131648,499,49
131649,166,23
131650,290,37
131651,280,49
131652,469,11
131653,315,34
131654,294,20
131655,208,14
131656,243,45
131657,359,48
131658,141,20
131659,214,37
131660,365,45
131661,328,42
131662,300,38
131663,304,38
131664,433,40
131665,463,40
131666,293,8
131667,100,43
131668,174,29
131669,353,49
131670,348,13
131671,278,15
131672,318,35
131673,348,4
131674,305,28
131675,344,50
131676,178,8
131677,313,33
131678,426,24
131679,196,44
131680,286,8
131681,162,24
131682,106,25
131683,340,23
131684,385,19
131685,488,43
131686,251,49
131687,399,27
131688,262,21
131689,248,38
131690,496,14
131691,223,24
131692,179,14
131693,100,20
131694,149,29
131695,149,24
131696,297,16
131697,254,26
131698,353,37
131699,328,2
131700,245,33
131701,370,15
131702,159,4
131703,422,30
131704,201,10
131705,204,30
131706,250,8
131707,231,26
131708,395,1
131709,444,20
131710,244,13
131711,218,46
131712,307,13
131713,249,14
131714,470,50
131715,416,26
131716,117,43
131717,427,1
131718,137,12
131719,266,22
131720,497,18
131721,260,29
131722,360,37
131723,167,28
131724,304,33
131725,445,30
131726,363,24
131727,162,50
131728,347,26
131729,223,33
131730,139,16
131731,132,45
131732,489,46
131733,312,36
131734,420,46
131735,405,34
131736,117,3
131737,348,4
131738,485,3
131739,482,24
131740,490,22
131741,408,36
131742,468,2
131743,239,33
131744,145,8
131745,365,31
131746,493,18
131747,451,20
131748,341,41
131749,281,44
131750,490,36
131751,327,37
131752,371,38
131753,465,34
131754,334,25
131755,429,35
131756,287,30
131757,327,47
131758,292,29
131759,176,18
131760,356,6
131761,393,16
131762,108,3
131763,146,26
131764,396,21
131765,363,48
131766,221,40
131767,418,16
131768,372,37
131769,205,29
131770,450,19
131771,241,42
131772,265,16
131773,300,20
131774,230,40
131775,194,50
131776,326,34
131777,273,17
131778,397,7
131779,114,47
131780,354,46
131781,161,11
131782,179,11
131783,387,34
131784,425,3
131785,310,33
131786,119,2
131787,260,28
131788,335,7
131789,360,22
131790,406,26
131791,177,41
131792,100,19
131793,310,7
131794,273,21
131795,410,37
131796,348,24
131797,191,27
131798,313,49
131799,175,31
131800,129,9
131801,152,10
131802,257,12
131803,329,15
131804,108,15
131805,304,45
131806,446,8
131807,253,11
131808,178,37
131809,496,21
131810,103,18
131811,215,6
131812,262,6
131813,438,27
131814,131,18
131815,150,4
131816,296,38
131817,423,34
131818,170,48
131819,340,44
131820,207,25
131821,459,13
131822,450,2
131823,496,27
131824,202,23
131825,435,17
131826,200,50
131827,397,47
131828,265,45
131829,131,25
131830,329,31
131831,226,5
131832,117,22
131833,452,6
131834,453,3
131835,231,3
131836,492,9
131837,291,40
131838,365,45
131839,191,32
131840,340,36
131841,417,28
131842,319,46
131843,192,47
131844,134,42
131845,315,48
131846,322,3
131847,380,38
131848,251,28
131849,315,3
131850,271,5
131851,496,33
131852,150,6
131853,117,31
131854,186,35
131855,405,39
131856,373,34
131857,291,45
131858,411,17
131859,448,41
131860,397,35
131861,453,39
131862,207,5
131863,383,26
131864,241,39
131865,485,45
131866,167,26
131867,455,45
131868,165,43
131869,183,13
131870,307,37
131871,221,6
131872,190,37
131873,332,18
131874,280,6
131875,189,21
131876,112,38
131877,364,2
131878,112,35
131879,495,4
131880,327,21
131881,430,4
131882,236,49
131883,287,43
131884,317,34
131885,149,40
131886,102,46
131887,424,49
131888,153,42
131889,489,2
131890,350,44
131891,416,11
131892,378,7
131893,464,40
131894,296,22
131895,420,34
131896,302,17
131897,336,35
131898,360,5
131899,424,23
131900,393,46
131901,318,9
131902,124,20
131903,184,50
131904,292,49
131905,220,2
131906,399,18
131907,235,28
131908,498,39
131909,169,38
131910,356,35
131911,118,9
131912,102,43
131913,258,14
131914,208,17
131915,149,10
131916,159,19
131917,396,14
131918,254,26
131919,345,21
131920,202,35
131921,119,11
131922,460,47
131923,445,38
131924,243,11
131925,233,16
131926,143,27
131927,306,27
131928,341,21
131929,407,4
131930,165,35
131931,125,8
131932,313,7
131933,405,33
131934,156,4
131935,442,44
131936,385,44
131937,216,10
131938,300,24
131939,284,28
131940,473,35
131941,212,34
131942,318,40
131943,106,4
131944,132,2
131945,286,42
131946,252,14
131947,251,2
131948,155,41
131949,498,24
131950,400,16
131951,213,38
131952,410,4
131953,456,8
131954,376,24
131955,167,36
131956,201,50
131957,273,41
131958,464,5
131959,313,3
131960,152,37
131961,344,23
131962,474,39
131963,422,40
131964,461,31
131965,169,23
131966,370,5
131967,214,31
131968,193,29
131969,321,20
131970,195,38
131971,462,13
131972,214,38
131973,223,50
131974,326,38
131975,183,21
131976,306,5
131977,253,45
131978,468,42
131979,267,23
131980,287,1
131981,263,19
131982,231,27
131983,367,8
131984,403,24
131985,223,46
131986,267,39
131987,154,45
131988,439,44
131989,349,3
131990,351,49
131991,431,24
131992,315,27
131993,151,17
131994,297,22
131995,120,44
131996,373,36
131997,446,5
131998,184,28
131999,199,49
132000,227,37
132001,497,32
132002,219,31
132003,473,28
132004,470,25
132005,303,34
132006,291,6
132007,261,12
132008,204,36
132009,136,49
132010,334,20
132011,480,35
132012,103,45
132013,249,11
132014,295,15
132015,497,17
132016,275,25
132017,456,1
132018,166,32
132019,262,27
132020,197,19
132021,370,29
132022,489,9
132023,292,10
132024,473,2
132025,441,27
132026,494,13
132027,334,15
132028,388,16
132029,397,41
132030,189,34
132031,271,6
132032,252,9
132033,145,19
132034,156,50
132035,328,18
132036,256,40
132037,359,19
132038,496,46
132039,366,5
132040,148,19
132041,305,2
132042,291,29
132043,177,27
132044,424,4
132045,169,11
132046,470,13
132047,297,40
132048,251,48
132049,175,26
132050,414,5
132051,369,48
132052,404,32
132053,470,25
132054,382,23
132055,410,40
132056,427,13
132057,207,37
132058,436,23
132059,381,32
132060,414,16
132061,312,7
132062,252,36
132063,154,12
132064,433,5
132065,410,9
132066,234,29
132067,187,47
132068,329,7
132069,278,50
132070,158,50
132071,480,30
132072,493,43
132073,457,20
132074,283,40
132075,329,9
132076,269,40
132077,207,21
132078,420,12
132079,206,38
132080,277,41
132081,312,29
132082,485,42
132083,366,13
132084,420,10
132085,334,46
132086,190,47
132087,192,24
132088,429,15
132089,365,24
132090,382,15
132091,387,41
132092,165,19
132093,150,28
132094,302,19
132095,162,18
132096,282,33
132097,408,3
132098,241,6
132099,383,3
132100,490,13
132101,359,31
132102,460,1
132103,394,23
132104,426,13
132105,342,21
132106,382,38
132107,438,30
132108,233,4
132109,287,9
132110,265,17
132111,324,28
132112,145,15
132113,479,50
132114,226,6
132115,257,4
132116,477,23
132117,284,17
132118,498,1
132119,326,33
132120,464,6
132121,129,13
132122,155,33
132123,477,3
132124,121,32
132125,178,44
132126,396,45
132127,427,5
132128,334,47
132129,282,36
132130,319,1
132131,467,39
132132,427,5
132133,475,32
132134,193,35
132135,183,18
132136,339,29
132137,236,44
132138,179,41
132139,136,26
132140,268,23
132141,495,20
132142,183,32
132143,355,2
132144,403,25
132145,398,36
132146,494,28
132147,105,22
132148,296,13
132149,402,13
132150,409,47
132151,371,17
132152,199,7
132153,156,35
132154,474,4
132155,299,18
132156,480,2
132157,467,25
132158,244,35
132159,450,40
132160,447,48
132161,180,32
132162,198,25
132163,126,38
132164,243,14
132165,448,29
132166,485,26
132167,331,7
132168,428,2
132169,267,29
132170,188,46
132171,154,13
132172,281,40
132173,198,24
132174,412,7
132175,160,42
132176,305,45
132177,160,47
132178,351,36
132179,295,14
132180,257,21
132181,313,5
132182,369,25
132183,445,15
132184,343,22
132185,278,26
132186,437,38
132187,163,50
132188,408,47
132189,148,23
132190,164,23
132191,188,22
132192,439,8
132193,346,28
132194,400,20
132195,357,6
132196,486,46
132197,327,24
132198,247,19
132199,397,22
132200,141,2
132201,365,14
132202,235,44
132203,141,14
132204,207,49
132205,374,19
132206,349,18
132207,302,50
132208,286,40
132209,226,47
132210,291,10
132211,202,44
132212,487,2
132213,149,25
132214,317,16
132215,349,42
132216,359,8
132217,342,2
132218,262,26
132219,345,25
132220,469,35
132221,456,37
132222,426,12
132223,260,14
132224,117,10
132225,207,33
132226,226,25
132227,393,4
132228,258,15
132229,171,11
132230,398,42
132231,444,39
132232,483,9
132233,197,34
132234,307,6
132235,317,20
132236,134,37
132237,298,29
132238,342,3
132239,272,26
132240,187,32
132241,197,31
132242,259,47
132243,287,30
132244,266,4
132245,416,19
132246,381,22
132247,257,42
132248,217,44
132249,351,30
132250,393,24
132251,173,5
132252,424,29
132253,221,8
132254,177,31
132255,105,15
132256,271,48
132257,337,14
132258,255,19
132259,334,25
132260,180,41
132261,133,17
132262,161,45
132263,395,24
132264,180,47
132265,285,7
132266,446,16
132267,494,22
132268,415,1
132269,275,18
132270,234,48
132271,211,3
132272,275,22
132273,142,19
132274,233,3
132275,231,20
132276,272,25
132277,405,35
132278,478,25
132279,424,31
132280,243,29
132281,262,15
132282,344,48
132283,173,26
132284,496,13
132285,208,34
132286,432,7
132287,168,11
132288,125,34
132289,108,19
132290,244,20
132291,220,22
132292,407,37
132293,262,20
132294,191,12
132295,263,2
132296,427,18
132297,401,28
132298,461,20
132299,282,32
132300,213,40
132301,405,30
132302,379,33
132303,362,31
132304,239,14
132305,486,17
132306,289,47
132307,363,14
132308,123,34
132309,294,21
132310,484,2
132311,193,15
132312,115,26
132313,290,16
132314,246,10
132315,436,25
132316,438,25
132317,152,20
132318,109,49
132319,103,1
132320,462,22
132321,115,19
132322,475,35
132323,328,34
132324,164,39
132325,391,14
132326,142,47
132327,472,40
132328,355,16
132329,393,19
132330,386,20
132331,286,9
132332,473,23
132333,434,40
132334,213,31
132335,160,47
132336,263,24
132337,457,35
132338,126,45
132339,347,22
132340,450,44
132341,391,3
132342,486,47
132343,298,34
132344,198,49
132345,477,34
132346,192,44
132347,137,9
132348,500,18
132349,295,1
132350,132,22
132351,409,18
132352,331,20
132353,119,46
132354,293,13
132355,486,4
132356,301,43
132357,113,10
132358,204,43
132359,320,15
132360,264,15
132361,264,7
132362,283,47
132363,480,9
132364,410,50
132365,409,31
132366,196,10
132367,493,24
132368,499,40
132369,209,21
132370,337,44
132371,294,15
132372,321,34
132373,293,3
132374,325,45
132375,371,5
132376,398,4
132377,187,4
132378,179,3
132379,369,41
132380,350,22
132381,383,14
132382,223,48
132383,404,10
132384,251,30
132385,490,18
132386,197,12
132387,431,14
132388,422,7
132389,234,25
132390,483,35
132391,314,45
132392,362,24
132393,155,48
132394,249,3
132395,346,21
132396,343,19
132397,172,39
132398,171,44
132399,340,27
132400,127,41
132401,259,50
132402,162,44
132403,216,24
132404,309,34
132405,240,19
132406,437,16
132407,344,39
132408,472,38
132409,266,13
132410,470,31
132411,442,42
132412,439,25
132413,451,13
132414,135,1
132415,143,40
132416,164,29
132417,430,38
132418,294,8
132419,492,41
132420,284,28
132421,460,4
132422,370,10
132423,403,26
132424,219,13
132425,461,24
132426,136,25
132427,312,36
132428,476,14
132429,383,40
132430,352,31
132431,451,19
132432,268,18
132433,186,6
132434,463,10
132435,478,9
132436,138,23
132437,460,37
132438,373,19
132439,249,14
132440,376,26
132441,164,25
132442,102,39
132443,457,30
132444,387,30
132445,490,48
132446,116,18
132447,292,25
132448,198,8
132449,101,27
132450,487,9
132451,320,20
132452,356,30
132453,345,42
132454,288,19
132455,120,1
132456,435,32
132457,186,30
132458,296,10
132459,368,44
132460,331,45
132461,308,42
132462,252,43
132463,390,15
132464,200,37
132465,266,30
132466,315,21
132467,490,15
132468,300,48
132469,456,11
132470,164,12
132471,130,16
132472,169,13
132473,345,1
132474,290,17
132475,384,28
132476,277,25
132477,400,26
132478,342,29
132479,424,37
132480,141,7
132481,304,11
132482,202,23
132483,130,11
132484,213,29
132485,314,3
132486,281,5
132487,381,38
132488,449,2
132489,389,30
132490,328,44
132491,315,1
132492,497,47
132493,356,6
132494,123,12
132495,220,27
132496,230,11
132497,404,22
132498,224,39
132499,405,29
132500,133,44
132501,101,13
132502,237,49
132503,157,45
132504,401,40
132505,209,36
132506,424,40
132507,434,24
132508,328,17
132509,222,35
132510,460,6
132511,148,11
132512,357,29
132513,393,47
132514,470,45
132515,170,31
132516,204,29
132517,277,37
132518,444,16
132519,189,36
132520,198,6
132521,371,25
132522,109,34
132523,125,14
132524,188,7
132525,371,13
132526,386,35
132527,109,2
132528,414,28
132529,165,10
132530,201,35
132531,432,36
132532,166,11
132533,229,33
132534,210,44
132535,347,47
132536,316,11
132537,119,20
132538,129,42
132539,366,22
132540,500,3
132541,367,33
132542,266,13
132543,353,44
132544,138,38
132545,107,26
132546,100,12
132547,142,22
132548,224,34
132549,245,41
132550,207,14
132551,460,33
132552,171,27
132553,435,4
132554,248,33
132555,367,9
132556,459,40
132557,187,29
132558,135,22
132559,321,35
132560,289,44
132561,426,17
132562,320,43
132563,435,17
132564,167,17
132565,339,41
132566,200,8
132567,324,22
132568,184,21
132569,329,32
132570,127,7
132571,486,7
132572,427,45
132573,455,47
132574,395,3
132575,499,12
132576,238,20
132577,476,17
132578,480,27
132579,281,10
132580,108,6
132581,118,40
132582,105,18
132583,124,15
132584,456,48
132585,165,2
132586,264,22
132587,291,13
132588,420,41
132589,218,46
132590,437,33
132591,291,43
132592,378,21
132593,360,17
132594,407,20
132595,248,8
132596,250,10
132597,237,6
132598,326,46
132599,250,13
132600,447,16
132601,299,9
132602,401,26
132603,229,46
132604,279,21
132605,449,37
132606,481,11
132607,423,17
132608,355,27
132609,355,22
132610,439,44
132611,191,19
132612,426,5
132613,128,6
132614,111,11
132615,129,7
132616,126,2
132617,179,44
132618,183,45
132619,404,29
132620,314,44
132621,266,26
132622,449,45
132623,181,29
132624,185,12
132625,213,50
132626,383,7
132627,243,50
132628,442,40
132629,452,31
132630,323,37
132631,212,50
132632,189,21
132633,331,24
132634,294,13
132635,131,7
132636,341,7
132637,251,44
132638,167,31
132639,147,1
132640,305,5
132641,254,26
132642,281,27
132643,123,19
132644,340,2
132645,135,34
132646,249,2
132647,396,48
132648,179,11
132649,438,36
132650,473,1
132651,114,28
132652,434,27
132653,171,9
132654,108,18
132655,337,10
132656,358,18
132657,454,49
132658,384,27
132659,172,10
132660,418,26
132661,174,48
132662,314,46
132663,380,19
132664,426,17
132665,323,38
132666,476,9
132667,142,50
132668,456,24
132669,355,11
132670,165,16
132671,308,32
132672,434,50
132673,268,35
132674,295,1
132675,220,37
132676,143,42
132677,238,43
132678,327,16
132679,333,6
132680,394,19
132681,196,4
132682,108,11
132683,450,41
132684,455,16
132685,368,21
132686,190,22
132687,261,45
132688,319,12
132689,383,22
132690,306,17
132691,238,32
132692,355,41
132693,332,47
132694,102,16
132695,326,2
132696,376,16
132697,495,29
132698,102,3
132699,387,9
132700,367,9
132701,346,49
132702,169,32
132703,465,12
132704,167,27
132705,207,8
132706,409,16
132707,111,19
132708,107,29
132709,378,1
132710,237,26
132711,456,2
132712,155,6
132713,464,28
132714,398,46
132715,441,8
132716,396,13
132717,177,34
132718,495,28
132719,200,32
132720,324,36
132721,176,25
132722,327,17
132723,178,14
132724,103,19
132725,436,46
132726,321,7
132727,419,50
132728,315,13
132729,321,1
132730,125,26
132731,458,4
132732,260,11
132733,199,34
132734,214,35
132735,213,46
132736,332,43
132737,331,36
132738,365,16
132739,385,29
132740,392,36
132741,454,50
132742,102,46
132743,403,7
132744,251,24
132745,446,46
132746,399,29
132747,218,20
132748,288,18
132749,343,37
132750,367,33
132751,240,7
132752,184,16
132753,478,48
132754,410,33
132755,291,48
132756,447,7
132757,323,18
132758,279,46
132759,129,13
132760,198,15
132761,435,42
132762,207,9
132763,228,43
132764,148,10
132765,469,13
132766,256,25
132767,298,42
132768,167,47
132769,461,6
132770,422,27
132771,144,18
132772,303,5
132773,420,27
132774,356,6
132775,158,14
132776,193,25
132777,314,6
132778,210,39
132779,380,6
132780,226,14
132781,361,22
132782,102,50
132783,475,24
132784,396,44
132785,396,49
132786,263,44
132787,257,3
132788,472,30
132789,489,13
132790,224,24
132791,323,23
132792,146,2
132793,489,33
132794,370,44
132795,307,38
132796,279,36
132797,346,33
132798,117,1
132799,228,14
132800,461,34
132801,373,40
132802,324,6
132803,154,9
132804,207,35
132805,425,19
132806,459,32
132807,172,10
132808,390,37
132809,127,39
132810,125,9
132811,380,38
132812,454,28
132813,441,8
132814,285,22
132815,301,12
132816,326,29
132817,428,27
132818,102,36
132819,484,50
132820,266,46
132821,467,47
132822,144,6
132823,117,9
132824,169,3
132825,102,33
132826,334,17
132827,331,4
132828,162,37
132829,452,29
132830,359,43
132831,209,39
132832,131,23
132833,204,23
132834,118,16
132835,256,48
132836,208,50
132837,167,14
132838,168,41
132839,287,46
132840,398,32
132841,244,36
132842,421,35
132843,482,7
132844,309,49
132845,340,23
132846,393,35
132847,147,24
132848,276,35
132849,232,44
132850,335,28
132851,215,46
132852,168,5
132853,169,17
132854,391,9
132855,164,16
132856,147,15
132857,120,13
132858,225,50
132859,205,20
132860,312,14
132861,416,11
132862,396,47
132863,173,26
132864,126,44
132865,292,25
132866,167,9
132867,452,25
132868,430,5
132869,395,43
132870,461,28
132871,450,31
132872,217,22
132873,482,2
132874,338,22
132875,370,33
132876,154,50
132877,391,6
132878,167,16
132879,323,4
132880,360,23
132881,319,36
132882,125,33
132883,348,34
132884,301,1
132885,329,45
132886,242,26
132887,280,28
132888,157,27
132889,139,33
132890,156,48
132891,324,4
132892,379,23
132893,395,49
132894,280,48
132895,356,34
132896,368,10
132897,426,43
132898,490,50
132899,450,19
132900,176,25
132901,400,26
132902,487,13
132903,209,2
132904,272,44
132905,345,23
132906,232,11
132907,461,10
132908,123,26
132909,277,15
132910,432,7
132911,112,25
132912,142,46
132913,437,48
132914,437,48
132915,228,28
132916,375,18
132917,256,50
132918,169,35
132919,444,38
132920,247,3
132921,210,50
132922,466,40
132923,223,37
132924,150,1
132925,248,21
132926,104,35
132927,440,11
132928,166,7
132929,356,48
132930,100,25
132931,162,32
132932,433,43
132933,179,1
132934,351,4
132935,129,8
132936,124,50
132937,388,6
132938,198,5
132939,235,33
132940,481,33
132941,187,10
132942,481,21
132943,484,41
132944,443,39
132945,106,30
132946,480,46
132947,143,33
132948,245,18
132949,236,3
132950,330,34
132951,187,44
132952,481,34
132953,364,22
132954,103,28
132955,309,32
132956,323,2
132957,114,3
132958,340,45
132959,373,14
132960,248,8
132961,210,19
132962,222,24
132963,408,19
132964,293,35
132965,226,44
132966,228,28
132967,188,2
132968,209,2
132969,422,44
132970,338,48
132971,326,18
132972,268,20
132973,163,46
132974,127,46
132975,328,14
132976,215,46
132977,298,16
132978,435,16
132979,185,8
132980,416,10
132981,322,29
132982,251,26
132983,256,2
132984,487,14
132985,368,8
132986,249,18
132987,104,42
132988,452,38
132989,184,2
132990,171,45
132991,354,32
132992,361,15
132993,454,8
132994,356,5
132995,106,8
132996,231,43
132997,155,30
132998,461,15
132999,393,37
133000,129,10
133001,469,29
133002,349,29
133003,305,45
133004,182,23
133005,155,14
133006,395,22
133007,281,35
133008,339,23
133009,425,31
133010,387,40
133011,147,2
133012,170,36
133013,114,23
133014,148,45
133015,378,24
133016,443,36
133017,383,31
133018,363,12
133019,241,32
133020,268,33
133021,255,38
133022,278,4
133023,209,29
133024,498,50
133025,188,7
133026,261,15
133027,226,15
133028,270,19
133029,452,33
133030,492,29
133031,164,42
133032,122,11
133033,231,11
133034,383,11
133035,306,1
133036,500,49
133037,116,49
133038,497,34
133039,140,30
133040,132,47
133041,199,20
133042,351,44
133043,492,36
133044,365,28
133045,255,17
133046,344,27
133047,292,15
133048,200,1
133049,413,39
133050,302,17
133051,263,37
133052,241,10
133053,380,37
133054,283,9
133055,310,15
133056,459,9
133057,438,23
133058,177,40
133059,195,41
133060,184,47
133061,285,15
133062,500,15
133063,106,45
133064,291,7
133065,367,32
133066,426,29
133067,297,13
133068,446,11
133069,295,40
133070,159,47
133071,409,29
133072,386,46
133073,161,33
133074,418,17
133075,351,33
133076,377,35
133077,198,3
133078,129,21
133079,460,9
133080,198,45
133081,211,17
133082,293,17
133083,406,38
133084,386,28
133085,233,2
133086,114,14
133087,269,15
133088,229,23
133089,293,37
133090,210,10
133091,161,37
133092,471,16
133093,425,39
133094,419,25
133095,325,46
133096,360,24
133097,287,14
133098,186,22
133099,439,36
133100,486,17
133101,368,31
133102,196,16
133103,140,45
133104,408,49
133105,482,29
133106,413,8
133107,208,10
133108,273,29
133109,137,6
133110,453,45
133111,258,33
133112,169,27
133113,367,18
133114,146,9
133115,482,34
133116,154,47
133117,113,32
133118,136,15
133119,245,35
133120,300,35
133121,433,23
133122,189,26
133123,402,15
133124,123,29
133125,362,39
133126,385,13
133127,270,14
133128,450,32
133129,395,25
133130,171,34
133131,455,25
133132,229,1
133133,298,16
133134,249,9
133135,239,49
133136,393,49
133137,441,4
133138,350,10
133139,109,41
133140,252,50
133141,207,32
133142,334,25
133143,259,30
133144,254,48
133145,139,28
133146,406,16
133147,181,41
133148,485,5
133149,234,27
133150,489,19
133151,357,15
133152,299,50
133153,312,26
133154,209,44
133155,270,35
133156,129,32
133157,104,21
133158,400,17
